transaction_id,transaction_date,order_date,required_date,ship_date,order_status,customer_id,customer_name,customer_age,customer_gender,customer_city,customer_country,product_id,product_name,product_category,product_subcategory,brand,original_price,discount_percent,final_price,quantity,payment_method,store_location,return_status,store_id,store_name,store_country,staff_id,staff_name
T301020,11/17/24,11/17/24,11/25/24,11/17/24,completed,C102709,Stefano Giordano,34,Male,Brussels,Belgium,P200622,GAP Comfort Shirt,Shirts,Linen,GAP,49.93,17.8,41.04,4,Credit Card,Online,No,2,Store 2,Italy,8,Staff 8
T301020,11/17/24,11/17/24,11/25/24,11/17/24,completed,C102709,Stefano Giordano,34,Male,Brussels,Belgium,P200622,GAP Comfort Shirt,Shirts,Linen,GAP,49.93,17.8,41.04,4,Credit Card,Online,No,2,Store 2,Italy,9,Staff 9
T301020,11/17/24,11/17/24,11/25/24,11/17/24,completed,C102709,Stefano Giordano,34,Male,Brussels,Belgium,P200622,GAP Comfort Shirt,Shirts,Linen,GAP,49.93,17.8,41.04,4,Credit Card,Online,No,2,Store 2,Italy,10,Staff 10
T301021,08/03/21,08/03/21,08/08/21,08/03/21,completed,C102581,Diego Galli,32,Other,Madrid,Spain,P200538,Uniqlo Limited Jacket,Jackets,Parka,Uniqlo,39.74,11.97,34.98,1,Credit Card,Store Branch,No,4,Store 4,Germany,16,Staff 16
T301021,08/03/21,08/03/21,08/08/21,08/03/21,completed,C102581,Diego Galli,32,Other,Madrid,Spain,P200538,Uniqlo Limited Jacket,Jackets,Parka,Uniqlo,39.74,11.97,34.98,1,Credit Card,Store Branch,No,4,Store 4,Germany,17,Staff 17
T301021,08/03/21,08/03/21,08/08/21,08/03/21,completed,C102581,Diego Galli,32,Other,Madrid,Spain,P200538,Uniqlo Limited Jacket,Jackets,Parka,Uniqlo,39.74,11.97,34.98,1,Credit Card,Store Branch,No,4,Store 4,Germany,18,Staff 18
T301021,08/03/21,08/03/21,08/08/21,08/03/21,completed,C102581,Diego Galli,32,Other,Madrid,Spain,P200538,Uniqlo Limited Jacket,Jackets,Parka,Uniqlo,39.74,11.97,34.98,1,Credit Card,Store Branch,No,4,Store 4,Germany,19,Staff 19
T301021,08/03/21,08/03/21,08/08/21,08/03/21,completed,C102581,Diego Galli,32,Other,Madrid,Spain,P200538,Uniqlo Limited Jacket,Jackets,Parka,Uniqlo,39.74,11.97,34.98,1,Credit Card,Store Branch,No,4,Store 4,Germany,20,Staff 20
T301022,12/08/24,12/08/24,12/15/24,12/19/24,completed,C100213,Martina Costa,25,Female,Warsaw,Poland,P200254,Puma Premium Short,Shorts,Denim,Puma,34.97,7.98,32.18,2,Credit Card,Online,No,1,Store 1,Spain,1,Staff 1
T301022,12/08/24,12/08/24,12/15/24,12/19/24,completed,C100213,Martina Costa,25,Female,Warsaw,Poland,P200254,Puma Premium Short,Shorts,Denim,Puma,34.97,7.98,32.18,2,Credit Card,Online,No,1,Store 1,Spain,2,Staff 2
T301022,12/08/24,12/08/24,12/15/24,12/19/24,completed,C100213,Martina Costa,25,Female,Warsaw,Poland,P200254,Puma Premium Short,Shorts,Denim,Puma,34.97,7.98,32.18,2,Credit Card,Online,No,1,Store 1,Spain,3,Staff 3
T301022,12/08/24,12/08/24,12/15/24,12/19/24,completed,C100213,Martina Costa,25,Female,Warsaw,Poland,P200254,Puma Premium Short,Shorts,Denim,Puma,34.97,7.98,32.18,2,Credit Card,Online,No,1,Store 1,Spain,4,Staff 4
T301022,12/08/24,12/08/24,12/15/24,12/19/24,completed,C100213,Martina Costa,25,Female,Warsaw,Poland,P200254,Puma Premium Short,Shorts,Denim,Puma,34.97,7.98,32.18,2,Credit Card,Online,No,1,Store 1,Spain,5,Staff 5
T301023,12/15/21,12/15/21,12/16/21,12/25/21,completed,C100973,Riccardo Ferrari,48,Female,Naples,Italy,P200551,Adidas Vintage Knitwear,Knitwear,Turtleneck,Adidas,67.09,11.22,59.56,4,Credit Card,Online,No,5,Store 5,Spain,21,Staff 21
T301023,12/15/21,12/15/21,12/16/21,12/25/21,completed,C100973,Riccardo Ferrari,48,Female,Naples,Italy,P200551,Adidas Vintage Knitwear,Knitwear,Turtleneck,Adidas,67.09,11.22,59.56,4,Credit Card,Online,No,5,Store 5,Spain,22,Staff 22
T301023,12/15/21,12/15/21,12/16/21,12/25/21,completed,C100973,Riccardo Ferrari,48,Female,Naples,Italy,P200551,Adidas Vintage Knitwear,Knitwear,Turtleneck,Adidas,67.09,11.22,59.56,4,Credit Card,Online,No,5,Store 5,Spain,23,Staff 23
T301023,12/15/21,12/15/21,12/16/21,12/25/21,completed,C100973,Riccardo Ferrari,48,Female,Naples,Italy,P200551,Adidas Vintage Knitwear,Knitwear,Turtleneck,Adidas,67.09,11.22,59.56,4,Credit Card,Online,No,5,Store 5,Spain,24,Staff 24
T301023,12/15/21,12/15/21,12/16/21,12/25/21,completed,C100973,Riccardo Ferrari,48,Female,Naples,Italy,P200551,Adidas Vintage Knitwear,Knitwear,Turtleneck,Adidas,67.09,11.22,59.56,4,Credit Card,Online,No,5,Store 5,Spain,25,Staff 25
T301024,02/13/24,02/13/24,02/19/24,02/17/24,completed,C101955,Nicola Marini,22,Male,Brno,Czech Republic,P200183,Puma Limited Jacket,Jackets,Parka,Puma,158.98,21.34,125.05,1,Apple Pay,Online,No,5,Store 5,Spain,21,Staff 21
T301024,02/13/24,02/13/24,02/19/24,02/17/24,completed,C101955,Nicola Marini,22,Male,Brno,Czech Republic,P200183,Puma Limited Jacket,Jackets,Parka,Puma,158.98,21.34,125.05,1,Apple Pay,Online,No,5,Store 5,Spain,22,Staff 22
T301024,02/13/24,02/13/24,02/19/24,02/17/24,completed,C101955,Nicola Marini,22,Male,Brno,Czech Republic,P200183,Puma Limited Jacket,Jackets,Parka,Puma,158.98,21.34,125.05,1,Apple Pay,Online,No,5,Store 5,Spain,23,Staff 23
T301024,02/13/24,02/13/24,02/19/24,02/17/24,completed,C101955,Nicola Marini,22,Male,Brno,Czech Republic,P200183,Puma Limited Jacket,Jackets,Parka,Puma,158.98,21.34,125.05,1,Apple Pay,Online,No,5,Store 5,Spain,24,Staff 24
T301024,02/13/24,02/13/24,02/19/24,02/17/24,completed,C101955,Nicola Marini,22,Male,Brno,Czech Republic,P200183,Puma Limited Jacket,Jackets,Parka,Puma,158.98,21.34,125.05,1,Apple Pay,Online,No,5,Store 5,Spain,25,Staff 25
T301025,06/13/22,06/13/22,06/16/22,06/22/22,completed,C100549,Matteo Fontana,26,Male,London,United Kingdom,P200489,Zara Urban Short,Shorts,Denim,Zara,36.64,11.79,32.32,1,Credit Card,Online,No,3,Store 3,France,11,Staff 11
T301025,06/13/22,06/13/22,06/16/22,06/22/22,completed,C100549,Matteo Fontana,26,Male,London,United Kingdom,P200489,Zara Urban Short,Shorts,Denim,Zara,36.64,11.79,32.32,1,Credit Card,Online,No,3,Store 3,France,12,Staff 12
T301025,06/13/22,06/13/22,06/16/22,06/22/22,completed,C100549,Matteo Fontana,26,Male,London,United Kingdom,P200489,Zara Urban Short,Shorts,Denim,Zara,36.64,11.79,32.32,1,Credit Card,Online,No,3,Store 3,France,13,Staff 13
T301025,06/13/22,06/13/22,06/16/22,06/22/22,completed,C100549,Matteo Fontana,26,Male,London,United Kingdom,P200489,Zara Urban Short,Shorts,Denim,Zara,36.64,11.79,32.32,1,Credit Card,Online,No,3,Store 3,France,14,Staff 14
T301025,06/13/22,06/13/22,06/16/22,06/22/22,completed,C100549,Matteo Fontana,26,Male,London,United Kingdom,P200489,Zara Urban Short,Shorts,Denim,Zara,36.64,11.79,32.32,1,Credit Card,Online,No,3,Store 3,France,15,Staff 15
T301026,08/26/21,08/26/21,08/30/21,08/29/21,completed,C100277,Stefano Conti,28,Female,Vienna,Austria,P200093,Nike Classic Jean,Jeans,Slim Fit,Nike,175.93,10.1,158.16,2,Credit Card,Online,No,2,Store 2,Italy,6,Staff 6
T301026,08/26/21,08/26/21,08/30/21,08/29/21,completed,C100277,Stefano Conti,28,Female,Vienna,Austria,P200093,Nike Classic Jean,Jeans,Slim Fit,Nike,175.93,10.1,158.16,2,Credit Card,Online,No,2,Store 2,Italy,7,Staff 7
T301026,08/26/21,08/26/21,08/30/21,08/29/21,completed,C100277,Stefano Conti,28,Female,Vienna,Austria,P200093,Nike Classic Jean,Jeans,Slim Fit,Nike,175.93,10.1,158.16,2,Credit Card,Online,No,2,Store 2,Italy,8,Staff 8
T301026,08/26/21,08/26/21,08/30/21,08/29/21,completed,C100277,Stefano Conti,28,Female,Vienna,Austria,P200093,Nike Classic Jean,Jeans,Slim Fit,Nike,175.93,10.1,158.16,2,Credit Card,Online,No,2,Store 2,Italy,9,Staff 9
T301026,08/26/21,08/26/21,08/30/21,08/29/21,completed,C100277,Stefano Conti,28,Female,Vienna,Austria,P200093,Nike Classic Jean,Jeans,Slim Fit,Nike,175.93,10.1,158.16,2,Credit Card,Online,No,2,Store 2,Italy,10,Staff 10
T301027,07/09/24,07/09/24,07/13/24,07/17/24,completed,C101911,Diego Rinaldi,34,Female,Hamburg,Germany,P200643,H&M Comfort Dresse,Dresses,Wrap,H&M,177.15,16.24,148.38,2,Google Pay,Online,Yes,1,Store 1,Spain,1,Staff 1
T301027,07/09/24,07/09/24,07/13/24,07/17/24,completed,C101911,Diego Rinaldi,34,Female,Hamburg,Germany,P200643,H&M Comfort Dresse,Dresses,Wrap,H&M,177.15,16.24,148.38,2,Google Pay,Online,Yes,1,Store 1,Spain,2,Staff 2
T301027,07/09/24,07/09/24,07/13/24,07/17/24,completed,C101911,Diego Rinaldi,34,Female,Hamburg,Germany,P200643,H&M Comfort Dresse,Dresses,Wrap,H&M,177.15,16.24,148.38,2,Google Pay,Online,Yes,1,Store 1,Spain,3,Staff 3
T301027,07/09/24,07/09/24,07/13/24,07/17/24,completed,C101911,Diego Rinaldi,34,Female,Hamburg,Germany,P200643,H&M Comfort Dresse,Dresses,Wrap,H&M,177.15,16.24,148.38,2,Google Pay,Online,Yes,1,Store 1,Spain,4,Staff 4
T301027,07/09/24,07/09/24,07/13/24,07/17/24,completed,C101911,Diego Rinaldi,34,Female,Hamburg,Germany,P200643,H&M Comfort Dresse,Dresses,Wrap,H&M,177.15,16.24,148.38,2,Google Pay,Online,Yes,1,Store 1,Spain,5,Staff 5
T301028,04/23/22,04/23/22,04/24/22,05/05/22,completed,C102979,Isabella Moretti,19,Male,Prague,Czech Republic,P200347,Bershka Limited Short,Shorts,Denim,Bershka,17.26,10.23,15.49,1,Credit Card,Online,No,1,Store 1,Spain,1,Staff 1
T301028,04/23/22,04/23/22,04/24/22,05/05/22,completed,C102979,Isabella Moretti,19,Male,Prague,Czech Republic,P200347,Bershka Limited Short,Shorts,Denim,Bershka,17.26,10.23,15.49,1,Credit Card,Online,No,1,Store 1,Spain,2,Staff 2
T301028,04/23/22,04/23/22,04/24/22,05/05/22,completed,C102979,Isabella Moretti,19,Male,Prague,Czech Republic,P200347,Bershka Limited Short,Shorts,Denim,Bershka,17.26,10.23,15.49,1,Credit Card,Online,No,1,Store 1,Spain,3,Staff 3
T301028,04/23/22,04/23/22,04/24/22,05/05/22,completed,C102979,Isabella Moretti,19,Male,Prague,Czech Republic,P200347,Bershka Limited Short,Shorts,Denim,Bershka,17.26,10.23,15.49,1,Credit Card,Online,No,1,Store 1,Spain,4,Staff 4
T301028,04/23/22,04/23/22,04/24/22,05/05/22,completed,C102979,Isabella Moretti,19,Male,Prague,Czech Republic,P200347,Bershka Limited Short,Shorts,Denim,Bershka,17.26,10.23,15.49,1,Credit Card,Online,No,1,Store 1,Spain,5,Staff 5
T301029,09/23/23,09/23/23,09/26/23,10/01/23,completed,C101056,Matteo Longo,20,Male,Valencia,Spain,P200604,H&M Comfort Jacket,Jackets,Denim,H&M,145.09,0.85,143.86,2,Apple Pay,Online,No,2,Store 2,Italy,6,Staff 6
T301029,09/23/23,09/23/23,09/26/23,10/01/23,completed,C101056,Matteo Longo,20,Male,Valencia,Spain,P200604,H&M Comfort Jacket,Jackets,Denim,H&M,145.09,0.85,143.86,2,Apple Pay,Online,No,2,Store 2,Italy,7,Staff 7
T301029,09/23/23,09/23/23,09/26/23,10/01/23,completed,C101056,Matteo Longo,20,Male,Valencia,Spain,P200604,H&M Comfort Jacket,Jackets,Denim,H&M,145.09,0.85,143.86,2,Apple Pay,Online,No,2,Store 2,Italy,8,Staff 8
T301029,09/23/23,09/23/23,09/26/23,10/01/23,completed,C101056,Matteo Longo,20,Male,Valencia,Spain,P200604,H&M Comfort Jacket,Jackets,Denim,H&M,145.09,0.85,143.86,2,Apple Pay,Online,No,2,Store 2,Italy,9,Staff 9
T301029,09/23/23,09/23/23,09/26/23,10/01/23,completed,C101056,Matteo Longo,20,Male,Valencia,Spain,P200604,H&M Comfort Jacket,Jackets,Denim,H&M,145.09,0.85,143.86,2,Apple Pay,Online,No,2,Store 2,Italy,10,Staff 10
T301030,05/07/23,05/07/23,05/15/23,05/08/23,completed,C101396,Riccardo Rinaldi,25,Male,Prague,Czech Republic,P200579,Levi's Limited Accessorie,Accessories,Hat,Levi's,47.08,24.04,35.76,2,PayPal,Store Branch,No,1,Store 1,Spain,1,Staff 1
T301030,05/07/23,05/07/23,05/15/23,05/08/23,completed,C101396,Riccardo Rinaldi,25,Male,Prague,Czech Republic,P200579,Levi's Limited Accessorie,Accessories,Hat,Levi's,47.08,24.04,35.76,2,PayPal,Store Branch,No,1,Store 1,Spain,2,Staff 2
T301030,05/07/23,05/07/23,05/15/23,05/08/23,completed,C101396,Riccardo Rinaldi,25,Male,Prague,Czech Republic,P200579,Levi's Limited Accessorie,Accessories,Hat,Levi's,47.08,24.04,35.76,2,PayPal,Store Branch,No,1,Store 1,Spain,3,Staff 3
T301030,05/07/23,05/07/23,05/15/23,05/08/23,completed,C101396,Riccardo Rinaldi,25,Male,Prague,Czech Republic,P200579,Levi's Limited Accessorie,Accessories,Hat,Levi's,47.08,24.04,35.76,2,PayPal,Store Branch,No,1,Store 1,Spain,4,Staff 4
T301030,05/07/23,05/07/23,05/15/23,05/08/23,completed,C101396,Riccardo Rinaldi,25,Male,Prague,Czech Republic,P200579,Levi's Limited Accessorie,Accessories,Hat,Levi's,47.08,24.04,35.76,2,PayPal,Store Branch,No,1,Store 1,Spain,5,Staff 5
T301031,12/07/22,12/07/22,12/14/22,12/18/22,completed,C102809,Laura Costa,18,Male,Warsaw,Poland,P200378,Tommy Jeans Sport Shoe,Shoes,Sneakers,Tommy Jeans,205.55,17.82,168.92,1,Credit Card,Online,No,1,Store 1,Spain,1,Staff 1
T301031,12/07/22,12/07/22,12/14/22,12/18/22,completed,C102809,Laura Costa,18,Male,Warsaw,Poland,P200378,Tommy Jeans Sport Shoe,Shoes,Sneakers,Tommy Jeans,205.55,17.82,168.92,1,Credit Card,Online,No,1,Store 1,Spain,2,Staff 2
T301031,12/07/22,12/07/22,12/14/22,12/18/22,completed,C102809,Laura Costa,18,Male,Warsaw,Poland,P200378,Tommy Jeans Sport Shoe,Shoes,Sneakers,Tommy Jeans,205.55,17.82,168.92,1,Credit Card,Online,No,1,Store 1,Spain,3,Staff 3
T301031,12/07/22,12/07/22,12/14/22,12/18/22,completed,C102809,Laura Costa,18,Male,Warsaw,Poland,P200378,Tommy Jeans Sport Shoe,Shoes,Sneakers,Tommy Jeans,205.55,17.82,168.92,1,Credit Card,Online,No,1,Store 1,Spain,4,Staff 4
T301031,12/07/22,12/07/22,12/14/22,12/18/22,completed,C102809,Laura Costa,18,Male,Warsaw,Poland,P200378,Tommy Jeans Sport Shoe,Shoes,Sneakers,Tommy Jeans,205.55,17.82,168.92,1,Credit Card,Online,No,1,Store 1,Spain,5,Staff 5
T301032,12/28/22,12/28/22,01/02/23,01/06/23,completed,C100464,Anna Conti,29,Male,Hamburg,Germany,P200536,Mango Essential Shirt,Shirts,Casual,Mango,42.35,8.44,38.78,1,Credit Card,Online,No,3,Store 3,France,11,Staff 11
T301032,12/28/22,12/28/22,01/02/23,01/06/23,completed,C100464,Anna Conti,29,Male,Hamburg,Germany,P200536,Mango Essential Shirt,Shirts,Casual,Mango,42.35,8.44,38.78,1,Credit Card,Online,No,3,Store 3,France,12,Staff 12
T301032,12/28/22,12/28/22,01/02/23,01/06/23,completed,C100464,Anna Conti,29,Male,Hamburg,Germany,P200536,Mango Essential Shirt,Shirts,Casual,Mango,42.35,8.44,38.78,1,Credit Card,Online,No,3,Store 3,France,13,Staff 13
T301032,12/28/22,12/28/22,01/02/23,01/06/23,completed,C100464,Anna Conti,29,Male,Hamburg,Germany,P200536,Mango Essential Shirt,Shirts,Casual,Mango,42.35,8.44,38.78,1,Credit Card,Online,No,3,Store 3,France,14,Staff 14
T301032,12/28/22,12/28/22,01/02/23,01/06/23,completed,C100464,Anna Conti,29,Male,Hamburg,Germany,P200536,Mango Essential Shirt,Shirts,Casual,Mango,42.35,8.44,38.78,1,Credit Card,Online,No,3,Store 3,France,15,Staff 15
T301033,12/16/23,12/16/23,12/19/23,12/28/23,rejected,C100393,Sara Colombo,25,Male,Geneva,Switzerland,P200510,Celio Sport Accessorie,Accessories,Hat,Celio,33.69,8.83,30.72,3,PayPal,Online,No,3,Store 3,France,11,Staff 11
T301033,12/16/23,12/16/23,12/19/23,12/28/23,rejected,C100393,Sara Colombo,25,Male,Geneva,Switzerland,P200510,Celio Sport Accessorie,Accessories,Hat,Celio,33.69,8.83,30.72,3,PayPal,Online,No,3,Store 3,France,12,Staff 12
T301033,12/16/23,12/16/23,12/19/23,12/28/23,rejected,C100393,Sara Colombo,25,Male,Geneva,Switzerland,P200510,Celio Sport Accessorie,Accessories,Hat,Celio,33.69,8.83,30.72,3,PayPal,Online,No,3,Store 3,France,13,Staff 13
T301033,12/16/23,12/16/23,12/19/23,12/28/23,rejected,C100393,Sara Colombo,25,Male,Geneva,Switzerland,P200510,Celio Sport Accessorie,Accessories,Hat,Celio,33.69,8.83,30.72,3,PayPal,Online,No,3,Store 3,France,14,Staff 14
T301033,12/16/23,12/16/23,12/19/23,12/28/23,rejected,C100393,Sara Colombo,25,Male,Geneva,Switzerland,P200510,Celio Sport Accessorie,Accessories,Hat,Celio,33.69,8.83,30.72,3,PayPal,Online,No,3,Store 3,France,15,Staff 15
T301034,06/12/21,06/12/21,06/13/21,06/23/21,completed,C101452,Sofia Greco,45,Male,Geneva,Switzerland,P200093,Nike Classic Jean,Jeans,Slim Fit,Nike,175.93,19.99,140.76,2,Credit Card,Online,No,5,Store 5,Spain,21,Staff 21
T301034,06/12/21,06/12/21,06/13/21,06/23/21,completed,C101452,Sofia Greco,45,Male,Geneva,Switzerland,P200093,Nike Classic Jean,Jeans,Slim Fit,Nike,175.93,19.99,140.76,2,Credit Card,Online,No,5,Store 5,Spain,22,Staff 22
T301034,06/12/21,06/12/21,06/13/21,06/23/21,completed,C101452,Sofia Greco,45,Male,Geneva,Switzerland,P200093,Nike Classic Jean,Jeans,Slim Fit,Nike,175.93,19.99,140.76,2,Credit Card,Online,No,5,Store 5,Spain,23,Staff 23
T301034,06/12/21,06/12/21,06/13/21,06/23/21,completed,C101452,Sofia Greco,45,Male,Geneva,Switzerland,P200093,Nike Classic Jean,Jeans,Slim Fit,Nike,175.93,19.99,140.76,2,Credit Card,Online,No,5,Store 5,Spain,24,Staff 24
T301034,06/12/21,06/12/21,06/13/21,06/23/21,completed,C101452,Sofia Greco,45,Male,Geneva,Switzerland,P200093,Nike Classic Jean,Jeans,Slim Fit,Nike,175.93,19.99,140.76,2,Credit Card,Online,No,5,Store 5,Spain,25,Staff 25
T301035,10/11/23,10/11/23,10/20/23,10/22/23,completed,C102088,Matteo Conti,38,Male,Prague,Czech Republic,P200471,Mango Core Knitwear,Knitwear,Pullover,Mango,172.69,4.98,164.09,1,PayPal,Store Branch,No,4,Store 4,Germany,16,Staff 16
T301035,10/11/23,10/11/23,10/20/23,10/22/23,completed,C102088,Matteo Conti,38,Male,Prague,Czech Republic,P200471,Mango Core Knitwear,Knitwear,Pullover,Mango,172.69,4.98,164.09,1,PayPal,Store Branch,No,4,Store 4,Germany,17,Staff 17
T301035,10/11/23,10/11/23,10/20/23,10/22/23,completed,C102088,Matteo Conti,38,Male,Prague,Czech Republic,P200471,Mango Core Knitwear,Knitwear,Pullover,Mango,172.69,4.98,164.09,1,PayPal,Store Branch,No,4,Store 4,Germany,18,Staff 18
T301035,10/11/23,10/11/23,10/20/23,10/22/23,completed,C102088,Matteo Conti,38,Male,Prague,Czech Republic,P200471,Mango Core Knitwear,Knitwear,Pullover,Mango,172.69,4.98,164.09,1,PayPal,Store Branch,No,4,Store 4,Germany,19,Staff 19
T301035,10/11/23,10/11/23,10/20/23,10/22/23,completed,C102088,Matteo Conti,38,Male,Prague,Czech Republic,P200471,Mango Core Knitwear,Knitwear,Pullover,Mango,172.69,4.98,164.09,1,PayPal,Store Branch,No,4,Store 4,Germany,20,Staff 20
T301036,08/30/24,08/30/24,09/06/24,09/09/24,completed,C100686,Martina Rizzo,36,Female,Antwerp,Belgium,P200794,Adidas Urban T-Shirt,T-Shirts,Long Sleeve,Adidas,47.49,10.08,42.7,1,Credit Card,Online,No,1,Store 1,Spain,1,Staff 1
T301036,08/30/24,08/30/24,09/06/24,09/09/24,completed,C100686,Martina Rizzo,36,Female,Antwerp,Belgium,P200794,Adidas Urban T-Shirt,T-Shirts,Long Sleeve,Adidas,47.49,10.08,42.7,1,Credit Card,Online,No,1,Store 1,Spain,2,Staff 2
T301036,08/30/24,08/30/24,09/06/24,09/09/24,completed,C100686,Martina Rizzo,36,Female,Antwerp,Belgium,P200794,Adidas Urban T-Shirt,T-Shirts,Long Sleeve,Adidas,47.49,10.08,42.7,1,Credit Card,Online,No,1,Store 1,Spain,3,Staff 3
T301036,08/30/24,08/30/24,09/06/24,09/09/24,completed,C100686,Martina Rizzo,36,Female,Antwerp,Belgium,P200794,Adidas Urban T-Shirt,T-Shirts,Long Sleeve,Adidas,47.49,10.08,42.7,1,Credit Card,Online,No,1,Store 1,Spain,4,Staff 4
T301036,08/30/24,08/30/24,09/06/24,09/09/24,completed,C100686,Martina Rizzo,36,Female,Antwerp,Belgium,P200794,Adidas Urban T-Shirt,T-Shirts,Long Sleeve,Adidas,47.49,10.08,42.7,1,Credit Card,Online,No,1,Store 1,Spain,5,Staff 5
T301037,04/19/21,04/19/21,04/25/21,04/30/21,completed,C101761,Francesco Marchetti,30,Male,Salzburg,Austria,P200381,Celio Sport Jean,Jeans,Skinny,Celio,82.74,10.01,74.46,1,Credit Card,Online,No,5,Store 5,Spain,21,Staff 21
T301037,04/19/21,04/19/21,04/25/21,04/30/21,completed,C101761,Francesco Marchetti,30,Male,Salzburg,Austria,P200381,Celio Sport Jean,Jeans,Skinny,Celio,82.74,10.01,74.46,1,Credit Card,Online,No,5,Store 5,Spain,22,Staff 22
T301037,04/19/21,04/19/21,04/25/21,04/30/21,completed,C101761,Francesco Marchetti,30,Male,Salzburg,Austria,P200381,Celio Sport Jean,Jeans,Skinny,Celio,82.74,10.01,74.46,1,Credit Card,Online,No,5,Store 5,Spain,23,Staff 23
T301037,04/19/21,04/19/21,04/25/21,04/30/21,completed,C101761,Francesco Marchetti,30,Male,Salzburg,Austria,P200381,Celio Sport Jean,Jeans,Skinny,Celio,82.74,10.01,74.46,1,Credit Card,Online,No,5,Store 5,Spain,24,Staff 24
T301037,04/19/21,04/19/21,04/25/21,04/30/21,completed,C101761,Francesco Marchetti,30,Male,Salzburg,Austria,P200381,Celio Sport Jean,Jeans,Skinny,Celio,82.74,10.01,74.46,1,Credit Card,Online,No,5,Store 5,Spain,25,Staff 25
T301038,08/22/21,08/22/21,08/29/21,08/26/21,completed,C100507,Laura Bernardi,56,Male,Valencia,Spain,P200175,Massimo Dutti Core Short,Shorts,Chino,Massimo Dutti,47.26,14.39,40.46,1,Credit Card,Online,No,3,Store 3,France,11,Staff 11
T301038,08/22/21,08/22/21,08/29/21,08/26/21,completed,C100507,Laura Bernardi,56,Male,Valencia,Spain,P200175,Massimo Dutti Core Short,Shorts,Chino,Massimo Dutti,47.26,14.39,40.46,1,Credit Card,Online,No,3,Store 3,France,12,Staff 12
T301038,08/22/21,08/22/21,08/29/21,08/26/21,completed,C100507,Laura Bernardi,56,Male,Valencia,Spain,P200175,Massimo Dutti Core Short,Shorts,Chino,Massimo Dutti,47.26,14.39,40.46,1,Credit Card,Online,No,3,Store 3,France,13,Staff 13
T301038,08/22/21,08/22/21,08/29/21,08/26/21,completed,C100507,Laura Bernardi,56,Male,Valencia,Spain,P200175,Massimo Dutti Core Short,Shorts,Chino,Massimo Dutti,47.26,14.39,40.46,1,Credit Card,Online,No,3,Store 3,France,14,Staff 14
T301038,08/22/21,08/22/21,08/29/21,08/26/21,completed,C100507,Laura Bernardi,56,Male,Valencia,Spain,P200175,Massimo Dutti Core Short,Shorts,Chino,Massimo Dutti,47.26,14.39,40.46,1,Credit Card,Online,No,3,Store 3,France,15,Staff 15
T301039,12/03/23,12/03/23,12/11/23,12/12/23,completed,C100131,Anna Mancini,42,Male,Milan,Italy,P200615,Nike Vintage Jacket,Jackets,Bomber,Nike,63.16,1.04,62.5,2,Credit Card,Online,No,4,Store 4,Germany,16,Staff 16
T301039,12/03/23,12/03/23,12/11/23,12/12/23,completed,C100131,Anna Mancini,42,Male,Milan,Italy,P200615,Nike Vintage Jacket,Jackets,Bomber,Nike,63.16,1.04,62.5,2,Credit Card,Online,No,4,Store 4,Germany,17,Staff 17
T301039,12/03/23,12/03/23,12/11/23,12/12/23,completed,C100131,Anna Mancini,42,Male,Milan,Italy,P200615,Nike Vintage Jacket,Jackets,Bomber,Nike,63.16,1.04,62.5,2,Credit Card,Online,No,4,Store 4,Germany,18,Staff 18
T301039,12/03/23,12/03/23,12/11/23,12/12/23,completed,C100131,Anna Mancini,42,Male,Milan,Italy,P200615,Nike Vintage Jacket,Jackets,Bomber,Nike,63.16,1.04,62.5,2,Credit Card,Online,No,4,Store 4,Germany,19,Staff 19
T301039,12/03/23,12/03/23,12/11/23,12/12/23,completed,C100131,Anna Mancini,42,Male,Milan,Italy,P200615,Nike Vintage Jacket,Jackets,Bomber,Nike,63.16,1.04,62.5,2,Credit Card,Online,No,4,Store 4,Germany,20,Staff 20
T301040,11/07/22,11/07/22,11/13/22,11/07/22,completed,C100919,Alice Marchetti,25,Male,Lisbon,Portugal,P200773,Uniqlo Premium Shoe,Shoes,Sneakers,Uniqlo,117.98,2.68,114.82,1,Credit Card,Online,Yes,3,Store 3,France,11,Staff 11
T301040,11/07/22,11/07/22,11/13/22,11/07/22,completed,C100919,Alice Marchetti,25,Male,Lisbon,Portugal,P200773,Uniqlo Premium Shoe,Shoes,Sneakers,Uniqlo,117.98,2.68,114.82,1,Credit Card,Online,Yes,3,Store 3,France,12,Staff 12
T301040,11/07/22,11/07/22,11/13/22,11/07/22,completed,C100919,Alice Marchetti,25,Male,Lisbon,Portugal,P200773,Uniqlo Premium Shoe,Shoes,Sneakers,Uniqlo,117.98,2.68,114.82,1,Credit Card,Online,Yes,3,Store 3,France,13,Staff 13
T301040,11/07/22,11/07/22,11/13/22,11/07/22,completed,C100919,Alice Marchetti,25,Male,Lisbon,Portugal,P200773,Uniqlo Premium Shoe,Shoes,Sneakers,Uniqlo,117.98,2.68,114.82,1,Credit Card,Online,Yes,3,Store 3,France,14,Staff 14
T301040,11/07/22,11/07/22,11/13/22,11/07/22,completed,C100919,Alice Marchetti,25,Male,Lisbon,Portugal,P200773,Uniqlo Premium Shoe,Shoes,Sneakers,Uniqlo,117.98,2.68,114.82,1,Credit Card,Online,Yes,3,Store 3,France,15,Staff 15
